"metric" "n_bands" "simulation" "n" "method" "value"
"cv.time.user.child" "7" "18" "75" "LASSO" NA
"cv.time.sys.child" "7" "18" "75" "LASSO" NA
"n.cv.par" "7" "18" "75" "LASSO" 18
"lambda" "14" "18" "75" "LASSO" 0.0482115327901193
"lambdar0" "14" "18" "75" "LASSO" 0.95
"kappa" "14" "18" "75" "LASSO" 0
"condnum" "14" "18" "75" "LASSO" 1.88890938921576
"EL" "14" "18" "75" "LASSO" 58.68431609588
"RMSE" "14" "18" "75" "LASSO" 0.0142462940065274
"F1" "14" "18" "75" "LASSO" 0.0033500837520938
"eTPR" "14" "18" "75" "LASSO" 0.00168067226890756
"eTNR" "14" "18" "75" "LASSO" 0.998412698412698
"ePPV" "14" "18" "75" "LASSO" 0.5
"d" "14" "18" "75" "LASSO" 0.00163265306122449
"iters" "14" "18" "75" "LASSO" 3
"time.user.self" "14" "18" "75" "LASSO" 0.0400000000008731
"time.sys.self" "14" "18" "75" "LASSO" 0
"time.elapsed" "14" "18" "75" "LASSO" 0.0100000000020373
"time.user.child" "14" "18" "75" "LASSO" NA
"time.sys.child" "14" "18" "75" "LASSO" NA
"cv.iters" "14" "18" "75" "LASSO" NA
"cv.time.user.self" "14" "18" "75" "LASSO" 0.723555555555463
"cv.time.sys.self" "14" "18" "75" "LASSO" 0.000444444444444514
"cv.time.elapsed" "14" "18" "75" "LASSO" 0.72633333333312
"cv.time.user.child" "14" "18" "75" "LASSO" NA
"cv.time.sys.child" "14" "18" "75" "LASSO" NA
"n.cv.par" "14" "18" "75" "LASSO" 18
"lambda" "1" "19" "75" "LASSO" 0.323566302793466
"lambdar0" "1" "19" "75" "LASSO" 0.95
"kappa" "1" "19" "75" "LASSO" 0
"condnum" "1" "19" "75" "LASSO" 8.75183346778906
"EL" "1" "19" "75" "LASSO" 88.4001601467344
"RMSE" "1" "19" "75" "LASSO" 0.00395715391278449
"F1" "1" "19" "75" "LASSO" 0.310344827586207
"eTPR" "1" "19" "75" "LASSO" 0.183673469387755
"eTNR" "1" "19" "75" "LASSO" 1
"ePPV" "1" "19" "75" "LASSO" 1
"d" "1" "19" "75" "LASSO" 0.0073469387755102
"iters" "1" "19" "75" "LASSO" 15
"time.user.self" "1" "19" "75" "LASSO" 0.139999999999418
"time.sys.self" "1" "19" "75" "LASSO" 0
"time.elapsed" "1" "19" "75" "LASSO" 0.130000000000109
"time.user.child" "1" "19" "75" "LASSO" NA
"time.sys.child" "1" "19" "75" "LASSO" NA
"cv.iters" "1" "19" "75" "LASSO" NA
"cv.time.user.self" "1" "19" "75" "LASSO" 0.517888888888875
"cv.time.sys.self" "1" "19" "75" "LASSO" 0.00133333333333338
"cv.time.elapsed" "1" "19" "75" "LASSO" 0.519666666666702
"cv.time.user.child" "1" "19" "75" "LASSO" NA
"cv.time.sys.child" "1" "19" "75" "LASSO" NA
"n.cv.par" "1" "19" "75" "LASSO" 18
"lambda" "7" "19" "75" "LASSO" 0.0619364169113866
"lambdar0" "7" "19" "75" "LASSO" 0.95
"kappa" "7" "19" "75" "LASSO" 0
"condnum" "7" "19" "75" "LASSO" 2.36224314527366
"EL" "7" "19" "75" "LASSO" 39.4687780072529
"RMSE" "7" "19" "75" "LASSO" 0.0106343159520889
"F1" "7" "19" "75" "LASSO" 0.0123456790123457
"eTPR" "7" "19" "75" "LASSO" 0.0062111801242236
"eTNR" "7" "19" "75" "LASSO" 1
"ePPV" "7" "19" "75" "LASSO" 1
"d" "7" "19" "75" "LASSO" 0.00163265306122449
"iters" "7" "19" "75" "LASSO" 3
"time.user.self" "7" "19" "75" "LASSO" 0.0299999999988358
"time.sys.self" "7" "19" "75" "LASSO" 0
"time.elapsed" "7" "19" "75" "LASSO" 0.0300000000006548
"time.user.child" "7" "19" "75" "LASSO" NA
"time.sys.child" "7" "19" "75" "LASSO" NA
"cv.iters" "7" "19" "75" "LASSO" NA
"cv.time.user.self" "7" "19" "75" "LASSO" 0.603111111111159
"cv.time.sys.self" "7" "19" "75" "LASSO" 0.000999999999999722
"cv.time.elapsed" "7" "19" "75" "LASSO" 0.604333333333327
"cv.time.user.child" "7" "19" "75" "LASSO" NA
"cv.time.sys.child" "7" "19" "75" "LASSO" NA
"n.cv.par" "7" "19" "75" "LASSO" 18
"lambda" "14" "19" "75" "LASSO" 0.0556202955312728
"lambdar0" "14" "19" "75" "LASSO" 0.894117647058823
"kappa" "14" "19" "75" "LASSO" 0
"condnum" "14" "19" "75" "LASSO" 2.24480394831098
"EL" "14" "19" "75" "LASSO" 60.5683647979485
"RMSE" "14" "19" "75" "LASSO" 0.014455213417914
"F1" "14" "19" "75" "LASSO" 0.00335570469798658
"eTPR" "14" "19" "75" "LASSO" 0.00168067226890756
"eTNR" "14" "19" "75" "LASSO" 1
"ePPV" "14" "19" "75" "LASSO" 1
"d" "14" "19" "75" "LASSO" 0.000816326530612245
"iters" "14" "19" "75" "LASSO" 4
"time.user.self" "14" "19" "75" "LASSO" 0.0299999999988358
"time.sys.self" "14" "19" "75" "LASSO" 0
"time.elapsed" "14" "19" "75" "LASSO" 0.0499999999992724
"time.user.child" "14" "19" "75" "LASSO" NA
"time.sys.child" "14" "19" "75" "LASSO" NA
"cv.iters" "14" "19" "75" "LASSO" NA
"cv.time.user.self" "14" "19" "75" "LASSO" 0.665999999999905
"cv.time.sys.self" "14" "19" "75" "LASSO" 0.00100000000000004
"cv.time.elapsed" "14" "19" "75" "LASSO" 0.668111111111405
"cv.time.user.child" "14" "19" "75" "LASSO" NA
"cv.time.sys.child" "14" "19" "75" "LASSO" NA
"n.cv.par" "14" "19" "75" "LASSO" 18
"lambda" "1" "20" "75" "LASSO" 0.303427877685392
"lambdar0" "1" "20" "75" "LASSO" 0.95
"kappa" "1" "20" "75" "LASSO" 0
"condnum" "1" "20" "75" "LASSO" 4.51795869075883
"EL" "1" "20" "75" "LASSO" 95.7174120832076
"RMSE" "1" "20" "75" "LASSO" 0.00397437096815363
"F1" "1" "20" "75" "LASSO" 0.150943396226415
"eTPR" "1" "20" "75" "LASSO" 0.0816326530612245
"eTNR" "1" "20" "75" "LASSO" 1
"ePPV" "1" "20" "75" "LASSO" 1
"d" "1" "20" "75" "LASSO" 0.00326530612244898
"iters" "1" "20" "75" "LASSO" 13
"time.user.self" "1" "20" "75" "LASSO" 0.119999999999891
"time.sys.self" "1" "20" "75" "LASSO" 0
"time.elapsed" "1" "20" "75" "LASSO" 0.110000000000582
"time.user.child" "1" "20" "75" "LASSO" NA
"time.sys.child" "1" "20" "75" "LASSO" NA
"cv.iters" "1" "20" "75" "LASSO" NA
"cv.time.user.self" "1" "20" "75" "LASSO" 0.612555555555526
"cv.time.sys.self" "1" "20" "75" "LASSO" 0.000777777777777702
"cv.time.elapsed" "1" "20" "75" "LASSO" 0.616666666666667
"cv.time.user.child" "1" "20" "75" "LASSO" NA
"cv.time.sys.child" "1" "20" "75" "LASSO" NA
"n.cv.par" "1" "20" "75" "LASSO" 18
"lambda" "7" "20" "75" "LASSO" 0.0661770334802331
"lambdar0" "7" "20" "75" "LASSO" 0.95
"kappa" "7" "20" "75" "LASSO" 0
"condnum" "7" "20" "75" "LASSO" 1.78200876234171
"EL" "7" "20" "75" "LASSO" 36.6319065099187
"RMSE" "7" "20" "75" "LASSO" 0.0104744909383086
"F1" "7" "20" "75" "LASSO" 0.0305810397553517
"eTPR" "7" "20" "75" "LASSO" 0.015527950310559
"eTNR" "7" "20" "75" "LASSO" 1
"ePPV" "7" "20" "75" "LASSO" 1
"d" "7" "20" "75" "LASSO" 0.00408163265306122
"iters" "7" "20" "75" "LASSO" 6
"time.user.self" "7" "20" "75" "LASSO" 0.0499999999992724
"time.sys.self" "7" "20" "75" "LASSO" 0
"time.elapsed" "7" "20" "75" "LASSO" 0.0499999999992724
"time.user.child" "7" "20" "75" "LASSO" NA
"time.sys.child" "7" "20" "75" "LASSO" NA
"cv.iters" "7" "20" "75" "LASSO" NA
"cv.time.user.self" "7" "20" "75" "LASSO" 0.620666666666673
"cv.time.sys.self" "7" "20" "75" "LASSO" 0.00166666666666673
"cv.time.elapsed" "7" "20" "75" "LASSO" 0.624111111111274
"cv.time.user.child" "7" "20" "75" "LASSO" NA
"cv.time.sys.child" "7" "20" "75" "LASSO" NA
"n.cv.par" "7" "20" "75" "LASSO" 18
"lambda" "14" "20" "75" "LASSO" 0.045169527027052
"lambdar0" "14" "20" "75" "LASSO" 0.95
"kappa" "14" "20" "75" "LASSO" 0
"condnum" "14" "20" "75" "LASSO" 2.25994272917569
"EL" "14" "20" "75" "LASSO" 59.9397162615182
"RMSE" "14" "20" "75" "LASSO" 0.0144368441783563
"F1" "14" "20" "75" "LASSO" 0.0033500837520938
"eTPR" "14" "20" "75" "LASSO" 0.00168067226890756
"eTNR" "14" "20" "75" "LASSO" 0.998412698412698
"ePPV" "14" "20" "75" "LASSO" 0.5
"d" "14" "20" "75" "LASSO" 0.00163265306122449
"iters" "14" "20" "75" "LASSO" 4
"time.user.self" "14" "20" "75" "LASSO" 0.0600000000013097
"time.sys.self" "14" "20" "75" "LASSO" 0
"time.elapsed" "14" "20" "75" "LASSO" 0.0499999999992724
"time.user.child" "14" "20" "75" "LASSO" NA
"time.sys.child" "14" "20" "75" "LASSO" NA
"cv.iters" "14" "20" "75" "LASSO" NA
"cv.time.user.self" "14" "20" "75" "LASSO" 0.671444444444326
"cv.time.sys.self" "14" "20" "75" "LASSO" 0.00155555555555572
"cv.time.elapsed" "14" "20" "75" "LASSO" 0.672222222222141
"cv.time.user.child" "14" "20" "75" "LASSO" NA
"cv.time.sys.child" "14" "20" "75" "LASSO" NA
"n.cv.par" "14" "20" "75" "LASSO" 18
"lambda" "1" "11" "100" "LASSO" 0.258795859698769
"lambdar0" "1" "11" "100" "LASSO" 0.838235294117647
"kappa" "1" "11" "100" "LASSO" 0
"condnum" "1" "11" "100" "LASSO" 68.4004078969325
"EL" "1" "11" "100" "LASSO" 5.40298963852592
"RMSE" "1" "11" "100" "LASSO" 0.00281322130825279
"F1" "1" "11" "100" "LASSO" 0.346289752650177
"eTPR" "1" "11" "100" "LASSO" 1
"eTNR" "1" "11" "100" "LASSO" 0.842687074829932
"ePPV" "1" "11" "100" "LASSO" 0.209401709401709
"d" "1" "11" "100" "LASSO" 0.191020408163265
"iters" "1" "11" "100" "LASSO" 31
"time.user.self" "1" "11" "100" "LASSO" 0.310000000000002
"time.sys.self" "1" "11" "100" "LASSO" 0
"time.elapsed" "1" "11" "100" "LASSO" 0.329999999999984
"time.user.child" "1" "11" "100" "LASSO" NA
"time.sys.child" "1" "11" "100" "LASSO" NA
"cv.iters" "1" "11" "100" "LASSO" NA
"cv.time.user.self" "1" "11" "100" "LASSO" 0.283444444444444
"cv.time.sys.self" "1" "11" "100" "LASSO" 0.000777777777777771
"cv.time.elapsed" "1" "11" "100" "LASSO" 0.286888888888889
"cv.time.user.child" "1" "11" "100" "LASSO" NA
"cv.time.sys.child" "1" "11" "100" "LASSO" NA
"n.cv.par" "1" "11" "100" "LASSO" 18
"lambda" "7" "11" "100" "LASSO" 0.0518004453852661
"lambdar0" "7" "11" "100" "LASSO" 0.78235294117647
"kappa" "7" "11" "100" "LASSO" 0
"condnum" "7" "11" "100" "LASSO" 2.14210371851734
"EL" "7" "11" "100" "LASSO" 34.852152861558
"RMSE" "7" "11" "100" "LASSO" 0.010536579785953
"F1" "7" "11" "100" "LASSO" 0.0656716417910448
"eTPR" "7" "11" "100" "LASSO" 0.0341614906832298
"eTNR" "7" "11" "100" "LASSO" 0.997785160575858
"ePPV" "7" "11" "100" "LASSO" 0.846153846153846
"d" "7" "11" "100" "LASSO" 0.0106122448979592
"iters" "7" "11" "100" "LASSO" 6
"time.user.self" "7" "11" "100" "LASSO" 0.0399999999999636
"time.sys.self" "7" "11" "100" "LASSO" 0
"time.elapsed" "7" "11" "100" "LASSO" 0.0500000000001819
"time.user.child" "7" "11" "100" "LASSO" NA
"time.sys.child" "7" "11" "100" "LASSO" NA
"cv.iters" "7" "11" "100" "LASSO" NA
"cv.time.user.self" "7" "11" "100" "LASSO" 0.235666666666687
"cv.time.sys.self" "7" "11" "100" "LASSO" 0.000666666666666692
"cv.time.elapsed" "7" "11" "100" "LASSO" 0.236333333333328
"cv.time.user.child" "7" "11" "100" "LASSO" NA
"cv.time.sys.child" "7" "11" "100" "LASSO" NA
"n.cv.par" "7" "11" "100" "LASSO" 18
"lambda" "14" "11" "100" "LASSO" 0.0426070050971235
"lambdar0" "14" "11" "100" "LASSO" 0.838235294117647
"kappa" "14" "11" "100" "LASSO" 0
"condnum" "14" "11" "100" "LASSO" 1.93819171754005
"EL" "14" "11" "100" "LASSO" 59.1467847764742
"RMSE" "14" "11" "100" "LASSO" 0.0142310465211122
"F1" "14" "11" "100" "LASSO" 0.0100334448160535
"eTPR" "14" "11" "100" "LASSO" 0.00504201680672269
"eTNR" "14" "11" "100" "LASSO" 1
"ePPV" "14" "11" "100" "LASSO" 1
"d" "14" "11" "100" "LASSO" 0.00244897959183673
"iters" "14" "11" "100" "LASSO" 4
"time.user.self" "14" "11" "100" "LASSO" 0.0499999999992724
"time.sys.self" "14" "11" "100" "LASSO" 0
"time.elapsed" "14" "11" "100" "LASSO" 0.0300000000006548
"time.user.child" "14" "11" "100" "LASSO" NA
"time.sys.child" "14" "11" "100" "LASSO" NA
"cv.iters" "14" "11" "100" "LASSO" NA
"cv.time.user.self" "14" "11" "100" "LASSO" 0.242666666666709
"cv.time.sys.self" "14" "11" "100" "LASSO" 0.000555555555555524
"cv.time.elapsed" "14" "11" "100" "LASSO" 0.244666666666752
"cv.time.user.child" "14" "11" "100" "LASSO" NA
"cv.time.sys.child" "14" "11" "100" "LASSO" NA
"n.cv.par" "14" "11" "100" "LASSO" 18
"lambda" "1" "12" "100" "LASSO" 0.253809326726202
"lambdar0" "1" "12" "100" "LASSO" 0.838235294117647
"kappa" "1" "12" "100" "LASSO" 0
"condnum" "1" "12" "100" "LASSO" 57.2668996401748
"EL" "1" "12" "100" "LASSO" 5.40304783646967
"RMSE" "1" "12" "100" "LASSO" 0.00285368936321589
"F1" "1" "12" "100" "LASSO" 0.364312267657993
"eTPR" "1" "12" "100" "LASSO" 1
"eTNR" "1" "12" "100" "LASSO" 0.854591836734694
"ePPV" "1" "12" "100" "LASSO" 0.222727272727273
"d" "1" "12" "100" "LASSO" 0.179591836734694
"iters" "1" "12" "100" "LASSO" 49
"time.user.self" "1" "12" "100" "LASSO" 0.589999999999918
"time.sys.self" "1" "12" "100" "LASSO" 0
"time.elapsed" "1" "12" "100" "LASSO" 0.659999999999854
"time.user.child" "1" "12" "100" "LASSO" NA
"time.sys.child" "1" "12" "100" "LASSO" NA
"cv.iters" "1" "12" "100" "LASSO" NA
"cv.time.user.self" "1" "12" "100" "LASSO" 0.299999999999992
"cv.time.sys.self" "1" "12" "100" "LASSO" 0.0058888888888889
"cv.time.elapsed" "1" "12" "100" "LASSO" 0.344777777777772
"cv.time.user.child" "1" "12" "100" "LASSO" NA
"cv.time.sys.child" "1" "12" "100" "LASSO" NA
"n.cv.par" "1" "12" "100" "LASSO" 18
"lambda" "7" "12" "100" "LASSO" 0.0511239343239683
"lambdar0" "7" "12" "100" "LASSO" 0.838235294117647
"kappa" "7" "12" "100" "LASSO" 0
"condnum" "7" "12" "100" "LASSO" 2.27793553204597
"EL" "7" "12" "100" "LASSO" 37.3392452602808
"RMSE" "7" "12" "100" "LASSO" 0.0104328636849004
"F1" "7" "12" "100" "LASSO" 0.0243161094224924
"eTPR" "7" "12" "100" "LASSO" 0.0124223602484472
"eTNR" "7" "12" "100" "LASSO" 0.996677740863787
"ePPV" "7" "12" "100" "LASSO" 0.571428571428571
"d" "7" "12" "100" "LASSO" 0.00571428571428571
"iters" "7" "12" "100" "LASSO" 4
"time.user.self" "7" "12" "100" "LASSO" 0.0500000000001819
"time.sys.self" "7" "12" "100" "LASSO" 0
"time.elapsed" "7" "12" "100" "LASSO" 0.0399999999999636
"time.user.child" "7" "12" "100" "LASSO" NA
"time.sys.child" "7" "12" "100" "LASSO" NA
"cv.iters" "7" "12" "100" "LASSO" NA
"cv.time.user.self" "7" "12" "100" "LASSO" 0.293000000000049
"cv.time.sys.self" "7" "12" "100" "LASSO" 0.000666666666666692
"cv.time.elapsed" "7" "12" "100" "LASSO" 0.29177777777773
"cv.time.user.child" "7" "12" "100" "LASSO" NA
"cv.time.sys.child" "7" "12" "100" "LASSO" NA
"n.cv.par" "7" "12" "100" "LASSO" 18
"lambda" "14" "12" "100" "LASSO" 0.0444327771828127
"lambdar0" "14" "12" "100" "LASSO" 0.95
"kappa" "14" "12" "100" "LASSO" 0
"condnum" "14" "12" "100" "LASSO" 1.81191877346182
"EL" "14" "12" "100" "LASSO" 57.8413641130286
"RMSE" "14" "12" "100" "LASSO" 0.0141118405564727
"F1" "14" "12" "100" "LASSO" 0.00335570469798658
"eTPR" "14" "12" "100" "LASSO" 0.00168067226890756
"eTNR" "14" "12" "100" "LASSO" 1
"ePPV" "14" "12" "100" "LASSO" 1
"d" "14" "12" "100" "LASSO" 0.000816326530612245
"iters" "14" "12" "100" "LASSO" 3
"time.user.self" "14" "12" "100" "LASSO" 0.0200000000004366
"time.sys.self" "14" "12" "100" "LASSO" 0
"time.elapsed" "14" "12" "100" "LASSO" 0.0400000000008731
"time.user.child" "14" "12" "100" "LASSO" NA
"time.sys.child" "14" "12" "100" "LASSO" NA
"cv.iters" "14" "12" "100" "LASSO" NA
"cv.time.user.self" "14" "12" "100" "LASSO" 0.339999999999943
"cv.time.sys.self" "14" "12" "100" "LASSO" 0.000333333333333346
"cv.time.elapsed" "14" "12" "100" "LASSO" 0.340333333333345
"cv.time.user.child" "14" "12" "100" "LASSO" NA
"cv.time.sys.child" "14" "12" "100" "LASSO" NA
"n.cv.par" "14" "12" "100" "LASSO" 18
"lambda" "1" "13" "100" "LASSO" 0.25909129318037
"lambdar0" "1" "13" "100" "LASSO" 0.838235294117647
"kappa" "1" "13" "100" "LASSO" 0
"condnum" "1" "13" "100" "LASSO" 65.6815608826923
"EL" "1" "13" "100" "LASSO" 31.745502688226
"RMSE" "1" "13" "100" "LASSO" 0.0032167277764141
"F1" "1" "13" "100" "LASSO" 0.458823529411765
"eTPR" "1" "13" "100" "LASSO" 0.795918367346939
"eTNR" "1" "13" "100" "LASSO" 0.930272108843537
"ePPV" "1" "13" "100" "LASSO" 0.322314049586777
"d" "1" "13" "100" "LASSO" 0.0987755102040816
"iters" "1" "13" "100" "LASSO" 19
"time.user.self" "1" "13" "100" "LASSO" 0.289999999999964
"time.sys.self" "1" "13" "100" "LASSO" 0.0300000000000011
"time.elapsed" "1" "13" "100" "LASSO" 0.659999999999854
"time.user.child" "1" "13" "100" "LASSO" NA
"time.sys.child" "1" "13" "100" "LASSO" NA
"cv.iters" "1" "13" "100" "LASSO" NA
"cv.time.user.self" "1" "13" "100" "LASSO" 0.446333333333332
"cv.time.sys.self" "1" "13" "100" "LASSO" 0.0136666666666667
"cv.time.elapsed" "1" "13" "100" "LASSO" 0.620666666666638
"cv.time.user.child" "1" "13" "100" "LASSO" NA
"cv.time.sys.child" "1" "13" "100" "LASSO" NA
"n.cv.par" "1" "13" "100" "LASSO" 18
"lambda" "7" "13" "100" "LASSO" 0.044780924077685
"lambdar0" "7" "13" "100" "LASSO" 0.614705882352941
"kappa" "7" "13" "100" "LASSO" 0
"condnum" "7" "13" "100" "LASSO" 2.14095583145676
"EL" "7" "13" "100" "LASSO" 36.1958413271153
"RMSE" "7" "13" "100" "LASSO" 0.0103717537545384
"F1" "7" "13" "100" "LASSO" 0.0932944606413994
"eTPR" "7" "13" "100" "LASSO" 0.0496894409937888
"eTNR" "7" "13" "100" "LASSO" 0.994462901439646
"ePPV" "7" "13" "100" "LASSO" 0.761904761904762
"d" "7" "13" "100" "LASSO" 0.0171428571428571
"iters" "7" "13" "100" "LASSO" 10
"time.user.self" "7" "13" "100" "LASSO" 0.0799999999999272
"time.sys.self" "7" "13" "100" "LASSO" 0
"time.elapsed" "7" "13" "100" "LASSO" 0.089999999999236
"time.user.child" "7" "13" "100" "LASSO" NA
"time.sys.child" "7" "13" "100" "LASSO" NA
"cv.iters" "7" "13" "100" "LASSO" NA
"cv.time.user.self" "7" "13" "100" "LASSO" 0.208000000000023
"cv.time.sys.self" "7" "13" "100" "LASSO" 0
"cv.time.elapsed" "7" "13" "100" "LASSO" 0.208222222222291
"cv.time.user.child" "7" "13" "100" "LASSO" NA
"cv.time.sys.child" "7" "13" "100" "LASSO" NA
"n.cv.par" "7" "13" "100" "LASSO" 18
"lambda" "14" "13" "100" "LASSO" 0.0386039023297594
"lambdar0" "14" "13" "100" "LASSO" 0.838235294117647
"kappa" "14" "13" "100" "LASSO" 0
"condnum" "14" "13" "100" "LASSO" 2.20378915417449
"EL" "14" "13" "100" "LASSO" 55.3784917900829
"RMSE" "14" "13" "100" "LASSO" 0.0141224414092633
"F1" "14" "13" "100" "LASSO" 0.0363036303630363
"eTPR" "14" "13" "100" "LASSO" 0.0184873949579832
"eTNR" "14" "13" "100" "LASSO" 1
"ePPV" "14" "13" "100" "LASSO" 1
"d" "14" "13" "100" "LASSO" 0.00897959183673469
"iters" "14" "13" "100" "LASSO" 5
"time.user.self" "14" "13" "100" "LASSO" 0.0499999999992724
"time.sys.self" "14" "13" "100" "LASSO" 0
"time.elapsed" "14" "13" "100" "LASSO" 0.0499999999992724
"time.user.child" "14" "13" "100" "LASSO" NA
"time.sys.child" "14" "13" "100" "LASSO" NA
"cv.iters" "14" "13" "100" "LASSO" NA
"cv.time.user.self" "14" "13" "100" "LASSO" 0.254333333333367
"cv.time.sys.self" "14" "13" "100" "LASSO" 0.000222222222222178
"cv.time.elapsed" "14" "13" "100" "LASSO" 0.254666666666809
"cv.time.user.child" "14" "13" "100" "LASSO" NA
"cv.time.sys.child" "14" "13" "100" "LASSO" NA
"n.cv.par" "14" "13" "100" "LASSO" 18
"lambda" "1" "14" "100" "LASSO" 0.274562287577968
"lambdar0" "1" "14" "100" "LASSO" 0.838235294117647
"kappa" "1" "14" "100" "LASSO" 0
"condnum" "1" "14" "100" "LASSO" 27.041047629836
"EL" "1" "14" "100" "LASSO" 59.1097449936789
"RMSE" "1" "14" "100" "LASSO" 0.00354694725604041
"F1" "1" "14" "100" "LASSO" 0.495238095238095
"eTPR" "1" "14" "100" "LASSO" 0.530612244897959
"eTNR" "1" "14" "100" "LASSO" 0.974489795918367
"ePPV" "1" "14" "100" "LASSO" 0.464285714285714
"d" "1" "14" "100" "LASSO" 0.0457142857142857
"iters" "1" "14" "100" "LASSO" 33
"time.user.self" "1" "14" "100" "LASSO" 0.329999999999927
"time.sys.self" "1" "14" "100" "LASSO" 0
"time.elapsed" "1" "14" "100" "LASSO" 0.319999999999709
"time.user.child" "1" "14" "100" "LASSO" NA
"time.sys.child" "1" "14" "100" "LASSO" NA
"cv.iters" "1" "14" "100" "LASSO" NA
"cv.time.user.self" "1" "14" "100" "LASSO" 0.302999999999969
"cv.time.sys.self" "1" "14" "100" "LASSO" 0.004111111111111
"cv.time.elapsed" "1" "14" "100" "LASSO" 0.322111111111104
"cv.time.user.child" "1" "14" "100" "LASSO" NA
"cv.time.sys.child" "1" "14" "100" "LASSO" NA
"n.cv.par" "1" "14" "100" "LASSO" 18
"lambda" "7" "14" "100" "LASSO" 0.0582507275192921
"lambdar0" "7" "14" "100" "LASSO" 0.894117647058823
"kappa" "7" "14" "100" "LASSO" 0
"condnum" "7" "14" "100" "LASSO" 1.87563892463661
"EL" "7" "14" "100" "LASSO" 37.5091216758391
"RMSE" "7" "14" "100" "LASSO" 0.0104753304766647
"F1" "7" "14" "100" "LASSO" 0.0123076923076923
"eTPR" "7" "14" "100" "LASSO" 0.0062111801242236
"eTNR" "7" "14" "100" "LASSO" 0.998892580287929
"ePPV" "7" "14" "100" "LASSO" 0.666666666666667
"d" "7" "14" "100" "LASSO" 0.00244897959183673
"iters" "7" "14" "100" "LASSO" 4
"time.user.self" "7" "14" "100" "LASSO" 0.0399999999999636
"time.sys.self" "7" "14" "100" "LASSO" 0
"time.elapsed" "7" "14" "100" "LASSO" 0.0299999999997453
"time.user.child" "7" "14" "100" "LASSO" NA
"time.sys.child" "7" "14" "100" "LASSO" NA
"cv.iters" "7" "14" "100" "LASSO" NA
"cv.time.user.self" "7" "14" "100" "LASSO" 0.214111111111025
"cv.time.sys.self" "7" "14" "100" "LASSO" 0.000333333333333346
"cv.time.elapsed" "7" "14" "100" "LASSO" 0.215111111111067
"cv.time.user.child" "7" "14" "100" "LASSO" NA
"cv.time.sys.child" "7" "14" "100" "LASSO" NA
"n.cv.par" "7" "14" "100" "LASSO" 18
"lambda" "14" "14" "100" "LASSO" 0.0477740180932806
"lambdar0" "14" "14" "100" "LASSO" 0.95
"kappa" "14" "14" "100" "LASSO" 0
"condnum" "14" "14" "100" "LASSO" 2.14003683949137
"EL" "14" "14" "100" "LASSO" 56.0041761034194
"RMSE" "14" "14" "100" "LASSO" 0.0143185200848188
"F1" "14" "14" "100" "LASSO" 0.00668896321070234
"eTPR" "14" "14" "100" "LASSO" 0.00336134453781513
"eTNR" "14" "14" "100" "LASSO" 0.998412698412698
"ePPV" "14" "14" "100" "LASSO" 0.666666666666667
"d" "14" "14" "100" "LASSO" 0.00244897959183673
"iters" "14" "14" "100" "LASSO" 3
"time.user.self" "14" "14" "100" "LASSO" 0.0300000000006548
"time.sys.self" "14" "14" "100" "LASSO" 0
"time.elapsed" "14" "14" "100" "LASSO" 0.0299999999988358
"time.user.child" "14" "14" "100" "LASSO" NA
"time.sys.child" "14" "14" "100" "LASSO" NA
"cv.iters" "14" "14" "100" "LASSO" NA
"cv.time.user.self" "14" "14" "100" "LASSO" 0.241222222222192
"cv.time.sys.self" "14" "14" "100" "LASSO" 0.000666666666666534
"cv.time.elapsed" "14" "14" "100" "LASSO" 0.242888888888855
"cv.time.user.child" "14" "14" "100" "LASSO" NA
"cv.time.sys.child" "14" "14" "100" "LASSO" NA
"n.cv.par" "14" "14" "100" "LASSO" 18
"lambda" "1" "15" "100" "LASSO" 0.278115107988378
"lambdar0" "1" "15" "100" "LASSO" 0.838235294117647
"kappa" "1" "15" "100" "LASSO" 0
"condnum" "1" "15" "100" "LASSO" 50.2375132576987
"EL" "1" "15" "100" "LASSO" 5.49039026340078
"RMSE" "1" "15" "100" "LASSO" 0.00293669637356135
"F1" "1" "15" "100" "LASSO" 0.403292181069959
"eTPR" "1" "15" "100" "LASSO" 1
"eTNR" "1" "15" "100" "LASSO" 0.876700680272109
"ePPV" "1" "15" "100" "LASSO" 0.252577319587629
"d" "1" "15" "100" "LASSO" 0.158367346938776
"iters" "1" "15" "100" "LASSO" 38
"time.user.self" "1" "15" "100" "LASSO" 0.360000000000127
"time.sys.self" "1" "15" "100" "LASSO" 0
"time.elapsed" "1" "15" "100" "LASSO" 0.340000000000146
"time.user.child" "1" "15" "100" "LASSO" NA
"time.sys.child" "1" "15" "100" "LASSO" NA
"cv.iters" "1" "15" "100" "LASSO" NA
"cv.time.user.self" "1" "15" "100" "LASSO" 0.241555555555533
"cv.time.sys.self" "1" "15" "100" "LASSO" 0.000333333333333504
"cv.time.elapsed" "1" "15" "100" "LASSO" 0.242999999999979
"cv.time.user.child" "1" "15" "100" "LASSO" NA
"cv.time.sys.child" "1" "15" "100" "LASSO" NA
"n.cv.par" "1" "15" "100" "LASSO" 18
"lambda" "7" "15" "100" "LASSO" 0.0569128719369473
"lambdar0" "7" "15" "100" "LASSO" 0.95
"kappa" "7" "15" "100" "LASSO" 0
"condnum" "7" "15" "100" "LASSO" 2.22882217162035
"EL" "7" "15" "100" "LASSO" 36.2820228986057
